path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_archive_closeout_objective.json,2887,0.0028,loso,"acc,subject","L6: ""accepted_diagnosis"": ""target_sampling_rethink_margin_rule_should_be_archived"", || L7: ""accepted_decision"": ""archive_ts_a_margin_thresholded_pair_sampling_rule"", || L8: ""accepted_recommendation"": ""archive_closeout_then_optional_new_target_design_only_after_review"", || L9: ""selected_rule_id"": ""margin_thresholded_within_subject_pairwise_preference_v1"", || L11: ""selected_formulation"": ""within_subject_pairwise_affect_preference_ranking_v1"", || L24: ""final_loso_claim_authorized"": false, || L46: ""final LOSO claim""",4
docs/idare_eeg_cache_validation.json,2863,0.0027,,"valence,arousal,subject,validation","L8: ""validation_md"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/idare_eeg_cache_validation.md"", || L9: ""validation_json"": ""/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/idare_eeg_cache_validation.json"" || L26: ""valence_discard_midpoint"": { || L31: ""valence_midpoint_as_low"": { || L35: ""valence_midpoint_as_high"": { || L39: ""arousal_discard_midpoint"": { || L44: ""arousal_midpoint_as_low"": { || L48: ""arousal_midpoint_as_high"": {",4
docs/idare_label_semantics_redesigned_task_archive_closeout_objective.json,2840,0.0027,loso,"acc,subject","L6: ""accepted_diagnosis"": ""current_redesigned_task_branch_should_be_archived"", || L7: ""accepted_decision"": ""archive_current_subject_relative_ordinal_affect_regression_v1_branch"", || L8: ""selected_current_formulation"": ""subject_relative_ordinal_affect_regression_v1"", || L23: ""final LOSO claim"",",4
docs/idare_eeg_baseline_corrected_cache_build_report.md,2738,0.0026,,"valence,arousal,subject,baseline","L1: # I-DARE EEG Baseline-Corrected Cache Build Report || L3: This report was generated by `scripts/23_build_idare_eeg_baseline_corrected_cache.py`. || L21: ""baseline_correction"": ""subtract BSL per-channel mean before final z-score"", || L22: ""normalization"": ""per-trial global z-score after baseline correction"", || L34: - eeg_cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L35: - cache_index_csv: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L36: - build_report_md: `docs/idare_eeg_baseline_corrected_cache_build_report.md` || L37: - build_report_json: `docs/idare_eeg_baseline_corrected_cache_build_report.json`",4
docs/idare_eeg_baseline_corrected_cache_build_smoke.md,2717,0.0026,,"valence,arousal,subject,baseline","L1: # I-DARE EEG Baseline-Corrected Cache Build Report || L3: This report was generated by `scripts/23_build_idare_eeg_baseline_corrected_cache.py`. || L21: ""baseline_correction"": ""subtract BSL per-channel mean before final z-score"", || L22: ""normalization"": ""per-trial global z-score after baseline correction"", || L34: - eeg_cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy` || L35: - cache_index_csv: `.cache/idare_eeg_cache_index_baseline_corrected_smoke.csv` || L36: - build_report_md: `docs/idare_eeg_baseline_corrected_cache_build_smoke.md` || L37: - build_report_json: `docs/idare_eeg_baseline_corrected_cache_build_smoke.json`",4
docs/idare_eeg_baseline_corrected_cache_build_report.json,2610,0.0025,,"valence,arousal,subject,baseline","L10: ""baseline_correction"": ""subtract BSL per-channel mean before final z-score"", || L11: ""normalization"": ""per-trial global z-score after baseline correction"", || L19: ""eeg_cache_npy"": "".cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy"", || L20: ""cache_index_csv"": "".cache/idare_eeg_cache_index_baseline_corrected.csv"", || L21: ""build_report_md"": ""docs/idare_eeg_baseline_corrected_cache_build_report.md"", || L22: ""build_report_json"": ""docs/idare_eeg_baseline_corrected_cache_build_report.json"" || L28: ""subject_files"": 63, || L41: ""baseline_correction_diagnostics"": {",4
docs/idare_eeg_baseline_corrected_cache_build_smoke.json,2591,0.0025,,"valence,arousal,subject,baseline","L10: ""baseline_correction"": ""subtract BSL per-channel mean before final z-score"", || L11: ""normalization"": ""per-trial global z-score after baseline correction"", || L19: ""eeg_cache_npy"": "".cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy"", || L20: ""cache_index_csv"": "".cache/idare_eeg_cache_index_baseline_corrected_smoke.csv"", || L21: ""build_report_md"": ""docs/idare_eeg_baseline_corrected_cache_build_smoke.md"", || L22: ""build_report_json"": ""docs/idare_eeg_baseline_corrected_cache_build_smoke.json"" || L28: ""subject_files"": 2, || L41: ""baseline_correction_diagnostics"": {",4
docs/idare_wave0_parallel_launch_pack_report.md,2421,0.0023,neural,"subject,baseline",L36: | W1B EEG Subject Normalization | yes | Isolated EEG normalization screen | || L37: | W1C EMG Independent Baseline | yes | Separate modality and formulation | || L57: - No Wave 1 neural training. || L60: - Per-subject normalization must be labeled transductive when applicable. || L65: - `docs/idare_wave0_baseline_registry.csv`,4
docs/idare_label_semantics_redesigned_task_archive_closeout_objective.md,2369,0.0023,loso,"acc,subject",L13: ## Accepted Decision || L15: Accepted diagnosis: `current_redesigned_task_branch_should_be_archived` || L17: Accepted decision: `archive_current_subject_relative_ordinal_affect_regression_v1_branch` || L19: Current formulation selected for archive closeout: `subject_relative_ordinal_affect_regression_v1` || L36: - final LOSO claim,4
docs/idare_broader_standardized_single_modality_evaluation_execution_spec.json,2207,0.0021,,"valence,arousal,fold,baseline","L4: ""EEG-B0"": ""baseline-corrected STIM-BSL EEG response cache only"", || L5: ""EEG-B1"": ""baseline-corrected STIM-BSL EEG response cache plus EEG BSL-stats sidecar"", || L41: ""fold/seed/task/recipe alignment documented"", || L46: ""folds"": 6, || L83: ""valence"", || L84: ""arousal""",4
docs/idare_targeted_supcon_dg_pair_sampler_objective_ablation_design.json,2175,0.0021,loso,"subject,test","L9: ""docs/idare_subject_variability_supcon_dg_design_spec.json"" || L11: ""scientific_question"": ""Which pair/sampler/objective design most directly tests the subject-variability hypothesis after the first SupCon/DG pass failed?"", || L16: ""define subject-balanced batch sampler requirements"", || L17: ""define smoke tests and pass/fail interpretation"", || L24: ""final LOSO claim"", || L32: ""smoke_test_plan_csv"": ""docs/idare_targeted_supcon_dg_pair_sampler_smoke_test_plan.csv"", || L39: ""objective specifies smoke tests before any training"",",4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_fix_or_archive_report.json,2047,0.002,,"subject,fold,test,validation","L5: ""source_smoke_report"": ""docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_smoke_tests_report.json"", || L10: ""selected_rule_id"": ""margin_thresholded_within_subject_pairwise_preference_v1"", || L12: ""selected_formulation"": ""within_subject_pairwise_affect_preference_ranking_v1"", || L26: ""fold_locality_pass_rows"": ""12/12"", || L28: ""max_validation_direction_imbalance_abs"": 0.1410537870472009, || L32: ""min_validation_pairs"": 1822",4
docs/idare_label_semantics_alternative_formulation_design_spec.json,2028,0.0019,,"rmse,mae,subject,test","L6: ""archived_formulation"": ""subject_relative_ordinal_affect_regression_v1"", || L8: ""decision"": ""select_within_subject_pairwise_preference_ranking_for_smoke_test_design"", || L9: ""selected_primary_formulation"": ""within_subject_pairwise_affect_preference_ranking_v1"", || L10: ""selected_candidate_id"": ""ALT_A_within_subject_pairwise_preference_ranking"", || L11: ""recommendation"": ""create_guardrailed_alternative_formulation_smoke_tests_objective_after_review"", || L12: ""recommended_next_objective"": ""label_semantics_alternative_formulation_smoke_tests_objective"", || L15: ""smoke_tests_authorized_by_this_spec"": false, || L16: ""material_difference_from_archived"": ""Pairwise within-subject preference ranking replaces continuous subject-relative regression and uses metrics aligned to binary preference semantics."",",4
docs/idare_label_semantics_redesigned_task_fold_audit.csv,1772,0.0017,,"valence,arousal,subject,fold","L1: modality,task,fold,n_train_subjects,n_val_subjects,n_train_rows,n_val_rows,subject_overlap,row_overlap,val_target_n,val_target_std,fold_leakage_passed,target_distribution_passed || L2: EEG,valence,1,52,11,1664,352,0,0,352,0.2930791260680114,True,True || L3: EEG,valence,2,52,11,1664,352,0,0,352,0.2933941660884396,True,True || L4: EEG,valence,3,52,11,1664,352,0,0,352,0.2930009437227461,True,True || L5: EEG,valence,4,53,10,1696,320,0,0,320,0.29290129404649323,True,True || L6: EEG,valence,5,53,10,1696,320,0,0,320,0.2916496328210646,True,True || L7: EEG,valence,6,53,10,1696,320,0,0,320,0.29127029456385933,True,True || L8: EEG,arousal,1,52,11,1664,352,0,0,352,0.29125278642807695,True,True",4
docs/idare_label_semantics_redesigned_task_smoke_tests_report.md,1719,0.0016,,"subject,fold,test,baseline",L1: # I-DARE Label-Semantics Redesigned-Task Smoke Tests Report || L11: - Selected formulation: `subject_relative_ordinal_affect_regression_v1` || L13: - Diagnosis: `redesigned_task_smoke_tests_passed_after_guard_patch` || L29: ## Smoke-Test Decision Matrix || L31: | smoke_test | passed | evidence | action_if_failed | || L34: | fold_leakage_guard | True | max_subject_overlap=0; max_row_overlap=0 | fix split protocol before any training | || L36: | baseline_no_training_control | True | 48 no-training control rows; mean_null_spearman=0.0021 | fix controls before training |,4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_archive_closeout_report.json,1699,0.0016,loso,"subject,validation","L10: ""selected_rule_id"": ""margin_thresholded_within_subject_pairwise_preference_v1"", || L12: ""selected_formulation"": ""within_subject_pairwise_affect_preference_ranking_v1"", || L21: ""final_loso_claim_authorized"": false, || L24: ""max_validation_direction_imbalance_abs"": 0.1410537870472009,",4
docs/idare_label_semantics_redesigned_task_spec_fix_or_stop_manual_review_status.md,1578,0.0015,loso,"test,baseline",L23: - model column contains only `mean_baseline_no_training` and `ridge_regression_summary_features`; || L26: - `ridge_regression_summary_features` is an allowed baseline and must not trigger a substring `dg` check. || L36: Create a narrow smoke-guard patch objective and then rerun the same redesigned-task smoke tests. || L43: - final LOSO claim || L45: - minimal regression training before patched smoke-test review,4
docs/legacy_mahnob_eeg_r0_plan.md,1563,0.0015,,"valence,fold,test,baseline","L5: Keep the old MAHNOB EEG encoder line as an R0 / historical baseline, not as the main model. || L9: `OldStyleEEGClassifier` is only a wrapper around an already-existing encoder. It is not a full old model by itself. This plan adds a real adapted legacy encoder so that `OldStyleEEGClassifier` can become a meaningful ... || L20: - `eeg_segment_v1`: current EEGSegmentClassifier-v1 lite baseline || L24: This is a smoke-test step only. || L32: --tasks valence \ || L36: --folds 6 \",4
docs/idare_historical_script_backfill_review_status.md,1540,0.0015,loso,"acc,validation",L5: Status: human review accepted. || L11: The historical script backfill report is accepted as an archival reproducibility fix. || L13: Accepted diagnosis: `historical_download_scripts_backfilled_byte_for_byte` || L15: ## Evidence Accepted || L23: | SHA256 validation | passed | || L50: - final LOSO claim,4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_direction_balance_audit.csv,1527,0.0015,,"valence,arousal,fold,validation","L1: task,fold,train_positive_pairs_before_balance,train_negative_pairs_before_balance,train_positive_fraction_before_balance,train_balanced_positive_pairs,train_balanced_negative_pairs,train_balanced_positive_fraction,val... || L2: arousal,1,4606,6520,0.4139852597519324,4606,4606,0.5,943,1202,0.43962703962703964,True,True,True || L3: arousal,2,4486,6263,0.4173411480137687,4486,4486,0.5,1063,1459,0.42149088025376685,True,True,True || L4: arousal,3,4553,6300,0.41951534138026353,4553,4553,0.5,996,1422,0.4119106699751861,True,True,True || L5: arousal,4,4536,6477,0.4118768727867066,4536,4536,0.5,1013,1245,0.44862710363153235,True,True,True || L6: arousal,5,4895,6554,0.42754825748973707,4895,4895,0.5,654,1168,0.3589462129527991,True,False,False || L7: arousal,6,4669,6496,0.41818181818181815,4669,4669,0.5,880,1226,0.4178537511870845,True,True,True || L8: valence,1,7711,5186,0.5978909823990075,5186,5186,0.5,1430,965,0.5970772442588727,True,True,True",4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_direction_failure_audit.csv,1527,0.0015,,"valence,arousal,fold,validation","L1: task,fold,train_balanced_positive_fraction,validation_positive_fraction,validation_imbalance_abs,pass,failure_mode,interpretation || L2: arousal,5,0.5,0.3589462129527991,0.1410537870472009,False,validation_direction_imbalance,margin rule creates or exposes fold-specific validation class skew || L3: valence,6,0.5,0.6089385474860335,0.10893854748603349,False,validation_direction_imbalance,margin rule creates or exposes fold-specific validation class skew || L4: valence,3,0.5,0.6016980435585086,0.10169804355850864,False,validation_direction_imbalance,margin rule creates or exposes fold-specific validation class skew || L5: valence,4,0.5,0.5984757320497393,0.09847573204973925,True,within_guard,direction balance guard passed || L6: valence,1,0.5,0.5970772442588727,0.09707724425887265,True,within_guard,direction balance guard passed || L7: valence,5,0.5,0.592276605298608,0.09227660529860804,True,within_guard,direction balance guard passed || L8: arousal,3,0.5,0.4119106699751861,0.0880893300248139,True,within_guard,direction balance guard passed",4
docs/idare_label_semantics_redesigned_task_archive_closeout_report_review_status.json,1484,0.0014,loso,"acc,subject","L2: ""status"": ""human_review_accepted"", || L5: ""accepted_diagnosis"": ""redesigned_task_branch_archived_as_negative_result"", || L6: ""accepted_decision"": ""archive_closeout_complete_for_subject_relative_ordinal_affect_regression_v1"", || L7: ""accepted_archived_formulation"": ""subject_relative_ordinal_affect_regression_v1"", || L8: ""accepted_recommendation"": ""optional_alternative_formulation_design_spec_after_review"", || L9: ""accepted_recommended_next_objective"": ""label_semantics_alternative_formulation_design_spec_objective"", || L10: ""accepted_decision_reason"": ""The current redesigned task branch is formally archived as a negative result; any continuation must start from a separate alternative-formulation design/spec objective, not more training."", || L21: ""final LOSO claim"",",4
docs/roca/deap_papers_vs_stimulus_only_loso_threshold_matched_current.csv,1471,0.0014,,"acc,valence,arousal,baseline","L1: paper_model,threshold_claim,baseline_policy,arousal_acc,stimulus_only_arousal_matched_policy,delta_arousal_pp_vs_stimulus_only,stimulus_only_arousal_low,delta_arousal_pp_vs_low,stimulus_only_arousal_high,delta_arousal...",4
docs/idare_failure_analysis_review_status.md,1459,0.0014,loso,"acc,fold",L7: The failure-analysis report has been reviewed and accepted as the current diagnostic checkpoint. || L25: ## Accepted Findings || L28: - Failure labels are dominated by weak-signal / near-chance and fold-specific instability. || L43: - final LOSO / final paper claim,4
docs/idare_label_semantics_redesigned_task_archive_or_alternative_formulation_report_review_status.json,1428,0.0014,loso,"acc,subject","L2: ""status"": ""human_review_accepted"", || L5: ""accepted_diagnosis"": ""current_redesigned_task_branch_should_be_archived"", || L6: ""accepted_decision"": ""archive_current_subject_relative_ordinal_affect_regression_v1_branch"", || L7: ""accepted_recommendation"": ""archive_closeout_first_then_optional_alternative_formulation_spec"", || L8: ""accepted_recommended_next_objective"": ""label_semantics_redesigned_task_archive_closeout_objective"", || L9: ""accepted_decision_reason"": ""The current redesigned task has no actionable rank, threshold, or absolute-error signal; therefore the branch should be archived before any alternative formulation is designed."", || L10: ""selected_current_formulation"": ""subject_relative_ordinal_affect_regression_v1"", || L21: ""final LOSO claim"",",4
docs/roca/idare_representation_learning_feasibility_gate_current_evidence_rollup.csv,1348,0.0013,,"rmse,valence,arousal,subject","L1: target,locked_B2_kernel_residual_rmse,model_family_confirmatory_decision,physiology_vs_locked_status,direct_deviation_status,high_disagreement_confirmatory_status,high_disagreement_confirmed,high_disagreement_feature_... || L2: arousal,1.6576672767528169,GO_CONFIRMED_MODEL_FAMILY_CALIBRATION,CURRENT_PHYSIOLOGY_NO_GO_AGAINST_LOCKED_PERSONALIZATION,WEAK_SIGNAL_BUT_NOT_ACTIONABLE_WITH_CURRENT_FEATURES,GO_CONFIRMED_HIGH_DISAGREEMENT_PHYSIOLOGY,T... || L3: valence,1.1591886890005123,GO_CONFIRMED_MODEL_FAMILY_CALIBRATION,CURRENT_PHYSIOLOGY_NO_GO_AGAINST_LOCKED_PERSONALIZATION,NO_GO_CURRENT_FIXED_FEATURES_FOR_DIRECT_DEVIATION,WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY,Fal...",4
docs/idare_label_semantics_redesigned_task_archive_closeout_report_review_status.md,1309,0.0012,loso,"acc,subject",L5: Status: human review accepted. || L11: The archive-closeout report is accepted. || L13: Accepted diagnosis: `redesigned_task_branch_archived_as_negative_result` || L15: Accepted decision: `archive_closeout_complete_for_subject_relative_ordinal_affect_regression_v1` || L17: Accepted archived formulation: `subject_relative_ordinal_affect_regression_v1` || L19: Accepted recommended next objective: `label_semantics_alternative_formulation_design_spec_objective` || L21: ## Accepted Meaning || L23: The current formulation `subject_relative_ordinal_affect_regression_v1` is archived as a negative result.,4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_fix_or_archive_report_review_status.json,1280,0.0012,loso,"acc,subject","L2: ""status"": ""human_review_accepted"", || L5: ""accepted_diagnosis"": ""target_sampling_rethink_margin_rule_should_be_archived"", || L6: ""accepted_decision"": ""archive_ts_a_margin_thresholded_pair_sampling_rule"", || L7: ""accepted_recommendation"": ""archive_closeout_then_optional_new_target_design_only_after_review"", || L8: ""accepted_recommended_next_objective"": ""label_semantics_alternative_pairwise_target_sampling_rethink_archive_closeout_objective"", || L11: ""selected_rule_id"": ""margin_thresholded_within_subject_pairwise_preference_v1"", || L13: ""selected_formulation"": ""within_subject_pairwise_affect_preference_ranking_v1"", || L25: ""final LOSO claim""",4
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_expected_outputs.csv,1246,0.0012,representation,"subject,validation","L2: FP_OUT_001,scripts/idare/analysis/run_idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass.py,committed executable script for frozen first-pass run || L3: FP_OUT_002,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_report.md,human-readable first-pass report || L4: FP_OUT_003,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_report.json,structured first-pass result || L5: FP_OUT_004,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_runs.csv,per-run metrics for 96-row frozen matrix || L6: FP_OUT_005,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_metric_summary.csv,cell-level metric summary || L7: FP_OUT_006,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_predictions.csv,validation predictions for auditability || L8: FP_OUT_007,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_subject_lift_summary.csv,subject-level lift summary || L9: FP_OUT_008,docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_first_pass_decision_matrix.csv,threshold pass/fail decision matrix",4
docs/idare_label_semantics_redesigned_task_archive_scope.csv,1192,0.0011,,"rmse,mae,subject,baseline","L2: ARCHIVE_SCOPE_001,subject_relative_ordinal_affect_regression_v1,task_formulation_branch,archive_current_branch_pending_decision_report,""No actionable signal after first pass, failure/confirmation analysis, and metric-... || L3: ARCHIVE_SCOPE_002,minimal_classical_regression_baseline_on_subject_relative_ordinal_affect_regression_v1,evaluated_model_task_cell_set,freeze_as_negative_evidence,Mean baseline dominates MAE/RMSE and ridge has near-ze...",4
docs/roca/idare_residual_signal_reliability_audit_current_split_half_reliability.csv,1169,0.0011,,"pearson,valence,arousal,subject","L2: arousal,subject_bias_across_stimuli,pearson,5000,0.8410254291554147,0.042740353450516175,0.7410062634743544,0.8175412327058154,0.8478204734856847,0.8704983398831878,0.9046056580449359,1.0,True,Meaningful split-half re... || L3: arousal,subject_bias_across_stimuli,spearman,5000,0.7989900867239734,0.04991887355574788,0.6858936444922721,0.7706692286058804,0.8053883098267252,0.8335254334673601,0.8772819718934858,1.0,True,Meaningful split-half re... || L4: valence,subject_bias_across_stimuli,pearson,5000,0.5334581460083564,0.10000889413507849,0.28737122701836043,0.4818247895902309,0.5493548399721158,0.6021308349978061,0.6877397907161095,1.0,True,Meaningful split-half re... || L5: valence,subject_bias_across_stimuli,spearman,5000,0.5203949497956363,0.1050871568933727,0.2645761153842632,0.46547066667069936,0.536636904636282,0.5928484323115695,0.6825434714652754,0.9998,True,Meaningful split-half ...",4
docs/idare_label_semantics_alternative_pairwise_feature_representation_patch_input_map.csv,1151,0.0011,,"acc,subject,fold,baseline","L2: IN_PATCH_001,docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_report.md,accepted metric-debug report,yes || L5: IN_PATCH_004,docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_fold_audit.csv,fold-level lift and stability audit,yes || L6: IN_PATCH_005,docs/idare_label_semantics_alternative_pairwise_failure_or_metric_debug_subject_concentration.csv,subject concentration and lift audit,yes || L7: IN_PATCH_006,docs/idare_label_semantics_alternative_pairwise_minimal_first_pass_metric_summary.csv,first-pass metric baseline for comparison,yes || L8: IN_PATCH_007,.cache/idare_eeg_cache_index_baseline_corrected.csv,EEG metadata/index for future reviewed patch script,yes later || L9: IN_PATCH_008,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,EEG windows for future reviewed patch script,yes later",4
docs/idare_label_semantics_redesigned_task_metric_debug_fold_signal.csv,1128,0.0011,,"acc,valence,arousal,fold","L1: modality,task,n_folds,mean_spearman_rho,std_spearman_rho,min_spearman_rho,max_spearman_rho,folds_positive_spearman,folds_over_010_spearman,folds_under_000_spearman,mean_permutation_control_spearman,delta_vs_permutatio... || L2: EEG,arousal,6,0.006946207794990916,0.038349548943378546,-0.0545631245525996,0.0636250786708391,4,0,2,0.008219972097111684,-0.0012737643021207678,0.5048829233537683,5,0,weak_rank_signal_near_chance_threshold || L3: EEG,valence,6,-0.010522113541458251,0.0412831491981925,-0.0918338866754408,0.0342908200428656,3,0,3,-0.011130770077244034,0.0006086565357857829,0.5016693297244023,5,0,unstable_or_fold_dependent_signal || L4: EMG,arousal,6,-0.0197887940153521,0.018887215527518538,-0.0438679741212468,0.0097288548766909,1,0,5,0.009338060991177568,-0.029126855006529666,0.47747942486010814,0,0,unstable_or_fold_dependent_signal || L5: EMG,valence,6,0.019171068580299766,0.03301458499729674,-0.0221867884868809,0.0703934891849777,4,0,2,0.0033614784728453174,0.01580959010745445,0.5070515450953589,3,1,weak_rank_signal_near_chance_threshold",4
docs/idare_label_semantics_alternative_pairwise_target_sampling_rethink_candidate_decision_matrix.csv,1127,0.0011,,"acc,subject,fold,test","L2: TS_A_margin_thresholded_pairs,keep within-subject pairwise preference but require a larger affect-label margin before a pair is eligible,selected,1,Audit accepted a possible sampling artifact with class-balance issue;... || L3: TS_B_fold_balanced_pair_subsampling,define deterministic fold-local pair subsampling caps/quotas to reduce pair-count imbalance,defer,2,Fold pair-count CV was modest (0.053701); keep as smoke-test guard rather than pr... || L4: TS_C_subject_balanced_pair_quota,define per-subject pair quotas so a few high-pair subjects cannot dominate,defer,3,""Subject concentration audit was inconclusive in current CSV schema; add as smoke-test diagnostic, no... || L5: TS_D_archive_pairwise_line,archive/pause pairwise line if no safe sampling rethink is scientifically justified,not_selected,4,Do not archive the full pairwise line before testing the one narrow sampling-level rethink ...",4
docs/idare_historical_script_backfill_review_status.json,1116,0.0011,loso,"acc,validation","L2: ""status"": ""human_review_accepted"", || L5: ""accepted_diagnosis"": ""historical_download_scripts_backfilled_byte_for_byte"", || L6: ""accepted_evidence"": { || L9: ""sha256_validation"": true, || L13: ""decision"": ""historical_script_backfill_accepted_as_archival_reproducibility_layer"", || L23: ""final LOSO claim"",",4
docs/roca/idare_scientific_direction_lock_current_next_steps.csv,1064,0.001,,"rmse,subject,test,baseline","L2: 05ah,Physiology-informed personalization challenge,Test whether EEG/EMG improves over the locked kernel_residual_shrink4 personalization baseline.,05af confirms the personalization baseline; the next physiology test m... || L3: 05ai,Calibration-sample reduction audit,""Test whether EEG/EMG reduces required calibration samples, e.g. k=4 or k=8 matching k=16 personalization."",""Even if EEG/EMG does not improve final RMSE, it may be valuable if i... || L4: 05aj,Failure-subject physiology rescue audit,Focus on subjects where locked personalization still regresses and test whether physiology explains those failures.,05af failure subjects define the most scientifically use...",4
docs/idare_targeted_supcon_dg_pair_sampler_ablation_design_review_status.json,1007,0.001,loso,"acc,subject","L6: ""review_decision"": ""Human review accepted the targeted SupCon/DG pair-sampler design and selected a minimal, guardrailed ablation objective."", || L11: ""A2_cross_subject_positive_only"", || L14: ""A5_cross_subject_supcon_vrex"" || L20: ""final LOSO claim"",",4
docs/idare_label_semantics_redesigned_task_metric_debug_decision_matrix.csv,987,0.0009,,"rmse,mae,subject,fold","L2: minimal_redesigned_task_confirmation,False,max_mean_spearman=0.0192; cells_q33_over_055=0; cells_mae_improved=0; cells_rmse_improved=0,Not supported unless rank and absolute-error metrics agree. || L4: fold_or_subject_artifact_analysis,True,min_folds_positive=1; max_folds_under_zero=5,""Some instability exists, but the larger issue is weak/no actionable metric support."" || L5: archive_or_alternative_formulation,True,max_mean_spearman=0.0192; cells_q33_over_055=0; cells_mae_improved=0; cells_rmse_improved=0,Supported: weak rank signal does not translate into actionable separation or absolute...",4
docs/idare_label_semantics_alternative_pairwise_target_sampling_audit_report_review_status.json,977,0.0009,loso,"acc,fold","L2: ""status"": ""human_review_accepted"", || L5: ""accepted_diagnosis"": ""alternative_pairwise_target_sampling_audit_possible_sampling_artifact"", || L6: ""accepted_recommendation"": ""create_spec_only_pair_sampling_rethink_after_review"", || L7: ""accepted_recommended_next_objective"": ""label_semantics_alternative_pairwise_target_sampling_rethink_spec_objective"", || L19: ""final LOSO claim"", || L20: ""changing labels/folds in this objective"",",4
docs/idare_label_semantics_alternative_pairwise_feature_patch_archive_or_rethink_report_review_status.md,916,0.0009,temporal,"acc,arousal",L5: Status: human review accepted. || L11: Accepted diagnosis: `feature_patch_branch_should_be_archived_as_negative_result` || L13: Accepted decision: `archive_patch_a_eeg_arousal_bandpower_temporal_stats_branch` || L15: Accepted recommended next objective: `label_semantics_alternative_pairwise_feature_patch_archive_closeout_objective` || L23: The archive/rethink report is accepted.,4
docs/idare_label_semantics_alternative_formulation_smoke_plan_seed.csv,883,0.0008,,"subject,fold,test,baseline","L3: SMOKE_ALT_002,fold_leakage_guard,Verify no held-out subject leakage or pair leakage.,No subject overlap; no row/pair overlap across train/test. || L5: SMOKE_ALT_004,trivial_baseline_control,Verify the task is not solved by trivial subject/fold artifacts.,Trivial/no-training controls are reported and do not create false confidence. || L6: SMOKE_ALT_005,metric_sanity_control,Verify chosen metrics respond to known synthetic or baseline cases.,Primary and secondary metrics behave consistently with target semantics.",4
docs/roca/idare_scientific_direction_lock_current_evidence_rollup.csv,877,0.0008,,"pearson,valence,arousal,subject","L1: target,subject_r2_on_residual,stimulus_r2_on_residual,subject_split_half_pearson_median,zero_shot_best_candidate_pooled_lift,fewshot_best_lift_vs_stimulus,fewshot_mean_subject_improvement,phys_after_fewshot_best_lift,... || L2: arousal,0.2691764326977258,3.0973951039380484e-33,0.8478204734856847,-0.002162873744826,0.210978608650781,0.1949205839792886,-0.0008021310689463,0.0766937994879697,0.046819978646512,4.999750012499375e-05,31.0,PIVOT_TO... || L3: valence,0.0927771611219026,7.448844407039957e-33,0.5493548399721158,-0.0013784622270007,0.0147426851516412,0.016498685123133,-0.0011507356427034,0.086929271477254,0.0567690454354153,4.999750012499375e-05,23.0,PIVOT_TO...",4
docs/idare_label_semantics_alternative_pairwise_target_sampling_decision_matrix.csv,868,0.0008,,"accuracy,acc,subject,fold","L4: D3,subject_concentration,n_subjects=0; positive_fraction=nan; top20_abs_lift_share=nan,False,no_strong_subject_concentration_artifact || L5: D4,pair_count_metric_alignment,corr_n_val_pairs_vs_balanced_accuracy=0.474832,False,metric_not_strongly_explained_by_pair_count || L6: D5,best_metric_strength,best_mean_balanced_accuracy=0.521671; delta_vs_majority=0.021671; folds_over_055=0,True,weak_signal_below_confirmation_threshold",4
